L 1689.3813, -1313.6783, -105.7703,  1693.8621, -1322.1230, -105.4415,  127, 127, 127
L 1688.9633, -1312.7354, -105.8357,  1689.3813, -1313.6783, -105.7703,  127, 127, 127
L 1684.1016, -1300.6068, -105.9929,  1688.9633, -1312.7354, -105.8357,  127, 127, 127
L 1683.6920, -1299.5815, -105.6581,  1684.1016, -1300.6068, -105.9929,  127, 127, 127
L 1683.9584, -1298.5507, -105.6012,  1683.6920, -1299.5815, -105.6581,  127, 127, 127
L 1691.6683, -1292.3013, -104.3263,  1683.9584, -1298.5507, -105.6012,  127, 127, 127
L 1693.0000, -1291.2360, -104.1098,  1691.6683, -1292.3013, -104.3263,  127, 127, 127
L 1697.8070, -1290.1580, -105.3863,  1693.0000, -1291.2360, -104.1098,  127, 127, 127
L 1706.3615, -1288.3315, -106.2788,  1697.8070, -1290.1580, -105.3863,  127, 127, 127
L 1715.5679, -1286.6023, -106.3953,  1706.3615, -1288.3315, -106.2788,  127, 127, 127
L 1743.5789, -1281.2551, -104.9020,  1715.5679, -1286.6023, -106.3953,  127, 127, 127
L 1752.8510, -1279.6702, -103.3849,  1743.5789, -1281.2551, -104.9020,  127, 127, 127
L 1760.7804, -1277.9365, -103.2004,  1752.8510, -1279.6702, -103.3849,  127, 127, 127
L 1762.7509, -1277.6205, -103.3953,  1760.7804, -1277.9365, -103.2004,  127, 127, 127
L 1766.7777, -1275.8885, -104.2262,  1762.7509, -1277.6205, -103.3953,  127, 127, 127
L 1768.2644, -1275.2931, -104.4308,  1766.7777, -1275.8885, -104.2262,  127, 127, 127
L 1773.4420, -1272.8668, -104.2318,  1768.2644, -1275.2931, -104.4308,  127, 127, 127
L 1775.8361, -1271.6198, -103.6486,  1773.4420, -1272.8668, -104.2318,  127, 127, 127
L 1776.6115, -1271.1458, -103.6068,  1775.8361, -1271.6198, -103.6486,  127, 127, 127
L 1782.9501, -1266.6215, -102.3867,  1776.6115, -1271.1458, -103.6068,  127, 127, 127
L 1783.7310, -1266.1910, -102.3645,  1782.9501, -1266.6215, -102.3867,  127, 127, 127
L 1788.5048, -1262.1393, -101.8341,  1783.7310, -1266.1910, -102.3645,  127, 127, 127
L 1789.5280, -1261.2209, -101.7955,  1788.5048, -1262.1393, -101.8341,  127, 127, 127
L 1790.4196, -1260.3864, -102.1397,  1789.5280, -1261.2209, -101.7955,  127, 127, 127
L 1798.4020, -1252.2950, -107.3388,  1790.4196, -1260.3864, -102.1397,  127, 127, 127
L 1798.8586, -1251.4056, -107.4615,  1798.4020, -1252.2950, -107.3388,  127, 127, 127
L 1799.4329, -1250.7192, -107.4128,  1798.8586, -1251.4056, -107.4615,  127, 127, 127
L 1801.9694, -1245.6907, -106.5878,  1799.4329, -1250.7192, -107.4128,  127, 127, 127
L 1802.6990, -1244.1875, -106.2702,  1801.9694, -1245.6907, -106.5878,  127, 127, 127
L 1804.6277, -1239.9893, -105.7193,  1802.6990, -1244.1875, -106.2702,  127, 127, 127
L 1805.3501, -1238.3954, -105.6585,  1804.6277, -1239.9893, -105.7193,  127, 127, 127
L 1806.1393, -1235.8967, -104.8294,  1805.3501, -1238.3954, -105.6585,  127, 127, 127
L 1806.6556, -1234.2599, -104.4796,  1806.1393, -1235.8967, -104.8294,  127, 127, 127
L 1807.7870, -1232.7877, -104.8790,  1806.6556, -1234.2599, -104.4796,  127, 127, 127
L 1807.4706, -1231.3656, -103.7531,  1807.7870, -1232.7877, -104.8790,  127, 127, 127
L 1807.7946, -1230.1346, -103.5708,  1807.4706, -1231.3656, -103.7531,  127, 127, 127
L 1808.1655, -1228.3983, -103.4706,  1807.7946, -1230.1346, -103.5708,  127, 127, 127
L 1808.4683, -1226.6823, -103.2951,  1808.1655, -1228.3983, -103.4706,  127, 127, 127
L 1808.7771, -1224.9330, -103.1414,  1808.4683, -1226.6823, -103.2951,  127, 127, 127
L 1809.2019, -1223.1926, -102.9330,  1808.7771, -1224.9330, -103.1414,  127, 127, 127
L 1809.4927, -1202.1376, -102.6807,  1809.2019, -1223.1926, -102.9330,  127, 127, 127
L 1809.3486, -1200.6093, -102.7822,  1809.4927, -1202.1376, -102.6807,  127, 127, 127
L 1808.9846, -1197.5231, -102.8983,  1809.3486, -1200.6093, -102.7822,  127, 127, 127
L 1836.8529, -1190.3422, -105.5240,  1836.7146, -1189.3324, -105.6440,  127, 127, 127
L 1837.3322, -1193.5721, -104.7395,  1836.8529, -1190.3422, -105.5240,  127, 127, 127
L 1837.5518, -1195.5298, -104.4758,  1837.3322, -1193.5721, -104.7395,  127, 127, 127
L 1837.9365, -1197.6476, -104.3092,  1837.5518, -1195.5298, -104.4758,  127, 127, 127
L 1838.1721, -1199.2344, -104.2865,  1837.9365, -1197.6476, -104.3092,  127, 127, 127
L 1838.5983, -1214.4598, -104.9933,  1838.1721, -1199.2344, -104.2865,  127, 127, 127
L 1838.4302, -1216.1665, -105.2420,  1838.5983, -1214.4598, -104.9933,  127, 127, 127
L 1837.9855, -1218.6440, -105.6280,  1838.4302, -1216.1665, -105.2420,  127, 127, 127
L 1837.6855, -1220.2581, -105.8421,  1837.9855, -1218.6440, -105.6280,  127, 127, 127
L 1837.4229, -1221.6721, -105.8431,  1837.6855, -1220.2581, -105.8421,  127, 127, 127
L 1837.1938, -1222.9056, -105.7339,  1837.4229, -1221.6721, -105.8431,  127, 127, 127
L 1836.8937, -1224.5562, -105.6495,  1837.1938, -1222.9056, -105.7339,  127, 127, 127
L 1836.6250, -1227.8224, -105.5229,  1836.8937, -1224.5562, -105.6495,  127, 127, 127
L 1835.5731, -1229.7224, -105.4959,  1836.6250, -1227.8224, -105.5229,  127, 127, 127
L 1834.3571, -1233.7472, -105.7283,  1835.5731, -1229.7224, -105.4959,  127, 127, 127
L 1833.8596, -1235.3488, -105.8204,  1834.3571, -1233.7472, -105.7283,  127, 127, 127
L 1833.4039, -1236.7488, -105.8635,  1833.8596, -1235.3488, -105.8204,  127, 127, 127
L 1832.9744, -1237.9611, -105.6988,  1833.4039, -1236.7488, -105.8635,  127, 127, 127
L 1832.3455, -1239.6061, -105.5973,  1832.9744, -1237.9611, -105.6988,  127, 127, 127
L 1830.2177, -1243.7551, -105.4107,  1832.3455, -1239.6061, -105.5973,  127, 127, 127
L 1829.3594, -1245.3505, -105.4180,  1830.2177, -1243.7551, -105.4107,  127, 127, 127
L 1828.3785, -1247.1041, -105.4582,  1829.3594, -1245.3505, -105.4180,  127, 127, 127
L 1825.8105, -1251.5323, -105.4047,  1828.3785, -1247.1041, -105.4582,  127, 127, 127
L 1815.8655, -1268.1683, -104.2977,  1825.8105, -1251.5323, -105.4047,  127, 127, 127
L 1815.3423, -1269.4080, -104.3477,  1815.8655, -1268.1683, -104.2977,  127, 127, 127
L 1812.5675, -1273.4492, -104.9415,  1815.3423, -1269.4080, -104.3477,  127, 127, 127
L 1811.6702, -1274.8152, -105.2549,  1812.5675, -1273.4492, -104.9415,  127, 127, 127
L 1810.4583, -1276.5625, -105.5738,  1811.6702, -1274.8152, -105.2549,  127, 127, 127
L 1809.3722, -1277.9988, -105.7612,  1810.4583, -1276.5625, -105.5738,  127, 127, 127
L 1805.1304, -1282.5123, -104.9364,  1809.3722, -1277.9988, -105.7612,  127, 127, 127
L 1804.4900, -1283.6205, -104.8002,  1805.1304, -1282.5123, -104.9364,  127, 127, 127
L 1800.9021, -1286.6241, -104.1577,  1804.4900, -1283.6205, -104.8002,  127, 127, 127
L 1799.6277, -1287.7889, -103.9424,  1800.9021, -1286.6241, -104.1577,  127, 127, 127
L 1794.9838, -1291.6875, -103.6738,  1799.6277, -1287.7889, -103.9424,  127, 127, 127
L 1793.6041, -1292.7101, -103.7887,  1794.9838, -1291.6875, -103.6738,  127, 127, 127
L 1791.8079, -1293.8260, -103.9513,  1793.6041, -1292.7101, -103.7887,  127, 127, 127
L 1790.2976, -1294.5931, -104.1173,  1791.8079, -1293.8260, -103.9513,  127, 127, 127
L 1781.3655, -1299.9200, -104.9341,  1790.2976, -1294.5931, -104.1173,  127, 127, 127
L 1776.5096, -1301.1602, -105.2853,  1781.3655, -1299.9200, -104.9341,  127, 127, 127
L 1774.8557, -1301.7933, -105.3863,  1776.5096, -1301.1602, -105.2853,  127, 127, 127
L 1769.9175, -1303.4165, -105.8645,  1774.8557, -1301.7933, -105.3863,  127, 127, 127
L 1761.5524, -1305.7922, -105.4084,  1769.9175, -1303.4165, -105.8645,  127, 127, 127
L 1752.9810, -1307.7996, -104.9788,  1761.5524, -1305.7922, -105.4084,  127, 127, 127
L 1751.4508, -1308.8988, -104.5961,  1752.9810, -1307.7996, -104.9788,  127, 127, 127
L 1742.3855, -1309.3217, -103.9432,  1751.4508, -1308.8988, -104.5961,  127, 127, 127
L 1732.9447, -1310.3701, -104.1641,  1742.3855, -1309.3217, -103.9432,  127, 127, 127
L 1730.9692, -1310.6895, -104.1842,  1732.9447, -1310.3701, -104.1641,  127, 127, 127
L 1721.4293, -1312.6311, -103.6311,  1730.9692, -1310.6895, -104.1842,  127, 127, 127
L 1713.5026, -1314.3668, -102.3247,  1721.4293, -1312.6311, -103.6311,  127, 127, 127
L 1712.5590, -1314.6077, -102.2236,  1713.5026, -1314.3668, -102.3247,  127, 127, 127
L 1693.8621, -1322.1230, -103.4638,  1712.5590, -1314.6077, -102.2236,  127, 127, 127
L -656.3205, -2722.5129, -14.8253,  -587.1467, -2730.6267, -20.8419,  127, 127, 127
L -587.1467, -2730.6267, -20.8419,  -577.8509, -2732.1001, -24.9703,  127, 127, 127
