L 2184.2654, -1437.8094, 0.0000,  2184.3181, -1437.3334, 0.0000,  0, 0, 0
L 2184.6643, -1435.4691, 0.0000,  2181.6318, -1457.9601, 0.0000,  0, 0, 0
L 2036.1461, -1432.6814, 26.1207,  2039.3782, -1424.5500, 26.1237,  0, 0, 0
L 2035.4355, -1434.4897, 26.1246,  2036.1461, -1432.6814, 26.1207,  0, 0, 0
L 2030.6460, -1451.4594, 26.1980,  2035.4355, -1434.4897, 26.1246,  0, 0, 0
L 2029.5043, -1453.2346, 25.8887,  2030.6460, -1451.4594, 26.1980,  0, 0, 0
L 2028.9302, -1455.9150, 25.7540,  2029.5043, -1453.2346, 25.8887,  0, 0, 0
L 2025.7114, -1467.9481, 25.2952,  2028.9302, -1455.9150, 25.7540,  0, 0, 0
L 2025.2437, -1469.8212, 25.2865,  2025.7114, -1467.9481, 25.2952,  0, 0, 0
L 2024.7791, -1471.6805, 25.2776,  2025.2437, -1469.8212, 25.2865,  0, 0, 0
L 2024.3074, -1473.5380, 25.2362,  2024.7791, -1471.6805, 25.2776,  0, 0, 0
L 2020.6949, -1487.6060, 25.1649,  2024.3074, -1473.5380, 25.2362,  0, 0, 0
L 2019.5035, -1489.4791, 25.2029,  2020.6949, -1487.6060, 25.1649,  0, 0, 0
L 2018.7936, -1491.3101, 25.2437,  2019.5035, -1489.4791, 25.2029,  0, 0, 0
L 2017.5382, -1493.4308, 25.1583,  2018.7936, -1491.3101, 25.2437,  0, 0, 0
L 2016.5582, -1495.4260, 25.8280,  2017.5382, -1493.4308, 25.1583,  0, 0, 0
L 2008.9177, -1504.4449, 24.8090,  2016.5582, -1495.4260, 25.8280,  0, 0, 0
L 2007.7140, -1505.9152, 25.4740,  2008.9177, -1504.4449, 24.8090,  0, 0, 0
L 2006.4329, -1507.3134, 25.2312,  2007.7140, -1505.9152, 25.4740,  0, 0, 0
L 2004.9929, -1508.4873, 25.3255,  2006.4329, -1507.3134, 25.2312,  0, 0, 0
L 1999.6985, -1512.2938, 25.7698,  2004.9929, -1508.4873, 25.3255,  0, 0, 0
L 1998.5100, -1513.3972, 26.1428,  1999.6985, -1512.2938, 25.7698,  0, 0, 0
L 1978.6964, -1523.6576, 28.2947,  1998.5100, -1513.3972, 26.1428,  0, 0, 0
L 1976.7690, -1525.7716, 29.2000,  1978.6964, -1523.6576, 28.6250,  0, 0, 0
L 1974.5562, -1526.9971, 28.8202,  1976.7690, -1525.7716, 29.2000,  0, 0, 0
L 1973.2163, -1528.4215, 29.9190,  1974.5562, -1526.9971, 28.8202,  0, 0, 0
L 1971.8864, -1529.8922, 29.3991,  1973.2163, -1528.4215, 29.9190,  0, 0, 0
L 1970.5364, -1531.2831, 29.5207,  1971.8864, -1529.8922, 29.3991,  0, 0, 0
L 1968.9539, -1532.4377, 28.8933,  1970.5364, -1531.2831, 29.5207,  0, 0, 0
L 1967.7502, -1533.9954, 28.5048,  1968.9539, -1532.4377, 28.8933,  0, 0, 0
L 1965.9821, -1537.4836, 28.1689,  1967.7502, -1533.9954, 28.5048,  0, 0, 0
L 1965.9990, -1539.2599, 28.2140,  1965.9821, -1537.4836, 28.1689,  0, 0, 0
L 1962.4086, -1546.6824, 27.6008,  1965.9990, -1539.2599, 28.2140,  0, 0, 0
L 1961.7701, -1548.4738, 27.4775,  1962.4086, -1546.6824, 27.6008,  0, 0, 0
L 1961.1927, -1550.3137, 27.3931,  1961.7701, -1548.4738, 27.4775,  0, 0, 0
L 1950.6989, -1592.2771, 26.7856,  1961.1927, -1550.3137, 27.3931,  0, 0, 0
L 1950.2173, -1594.2026, 26.7767,  1950.6989, -1592.2771, 26.7856,  0, 0, 0
L 1949.7561, -1596.4709, 26.7680,  1950.2173, -1594.2026, 26.7767,  0, 0, 0
L 1949.2834, -1597.9319, 26.7585,  1949.7561, -1596.4709, 26.7680,  0, 0, 0
L 1946.9142, -1605.5332, 26.6304,  1949.2834, -1597.9319, 26.7585,  0, 0, 0
L 1946.3252, -1607.3987, 26.6243,  1946.9142, -1605.5332, 26.6304,  0, 0, 0
L 1945.7336, -1609.2339, 26.6032,  1946.3252, -1607.3987, 26.6243,  0, 0, 0
L 1943.3239, -1614.4445, 26.2839,  1945.7336, -1609.2339, 26.6032,  0, 0, 0
L 1942.5071, -1616.1753, 26.2566,  1943.3239, -1614.4445, 26.2839,  0, 0, 0
L 1938.1926, -1622.8195, 25.7165,  1942.5071, -1616.1753, 26.2566,  0, 0, 0
L 1937.1211, -1624.4218, 25.6128,  1938.1926, -1622.8195, 25.7165,  0, 0, 0
L 1935.9187, -1626.7603, 25.5249,  1937.1211, -1624.4218, 25.6128,  0, 0, 0
L 1935.3600, -1628.5208, 25.7204,  1935.9187, -1626.7603, 25.5249,  0, 0, 0
L 1928.4490, -1645.2213, 27.3840,  1935.3600, -1628.5208, 25.7204,  0, 0, 0
L 1930.2119, -1646.4139, 27.1890,  1928.4490, -1645.2213, 28.3372,  0, 0, 0
L 1932.9888, -1646.1005, 27.2164,  1930.2119, -1646.4139, 27.1890,  0, 0, 0
L 1934.9441, -1645.7892, 27.9059,  1932.9888, -1646.1005, 27.2164,  0, 0, 0
L 1944.3115, -1642.3317, 27.3353,  1934.9441, -1645.7892, 27.9059,  0, 0, 0
L 1953.7469, -1639.3960, 27.4973,  1944.3115, -1642.3317, 27.3353,  0, 0, 0
L 1963.2988, -1636.1586, 28.9242,  1953.7469, -1639.3960, 27.4973,  0, 0, 0
L 1965.1454, -1635.6555, 29.2245,  1963.2988, -1636.1586, 28.9242,  0, 0, 0
L 1969.6230, -1635.2080, 30.5020,  1965.1454, -1635.6555, 29.2245,  0, 0, 0
L 1978.9570, -1633.9092, 32.1351,  1969.6230, -1635.2080, 30.5020,  0, 0, 0
L 1997.1609, -1635.9301, 29.5132,  1978.9570, -1633.9092, 32.1351,  0, 0, 0
L 1999.8390, -1635.2367, 29.2063,  1997.1609, -1635.9301, 29.5132,  0, 0, 0
L 2000.9622, -1635.4885, 29.8950,  1999.8390, -1635.2367, 29.2063,  0, 0, 0
L 2002.6697, -1636.3369, 28.8908,  2000.9622, -1635.4885, 29.8950,  0, 0, 0
L 2004.2979, -1637.4260, 28.5032,  2002.6697, -1636.3369, 28.8908,  0, 0, 0
L 2007.6846, -1640.2671, 28.4836,  2004.2979, -1637.4260, 28.5032,  0, 0, 0
L 2009.1384, -1641.5558, 28.5287,  2007.6846, -1640.2671, 28.4836,  0, 0, 0
L 2010.3828, -1642.9952, 28.6631,  2009.1384, -1641.5558, 28.5287,  0, 0, 0
L 2011.1810, -1644.8209, 28.8633,  2010.3828, -1642.9952, 28.6631,  0, 0, 0
L 2011.3706, -1646.6891, 28.9893,  2011.1810, -1644.8209, 28.8633,  0, 0, 0
L 2011.8512, -1649.2616, 29.5520,  2011.3706, -1646.6891, 28.9893,  0, 0, 0
L 2012.2053, -1651.1572, 29.1040,  2011.8512, -1649.2616, 29.5520,  0, 0, 0
L 2012.6909, -1654.4622, 29.1947,  2012.2053, -1651.1572, 29.1040,  0, 0, 0
L 2012.6168, -1656.3204, 29.3214,  2012.6909, -1654.4622, 29.1947,  0, 0, 0
L 2012.1171, -1666.6573, 28.9513,  2012.6168, -1656.3204, 29.3214,  0, 0, 0
L 2011.8167, -1668.5126, 28.8872,  2012.1171, -1666.6573, 28.9513,  0, 0, 0
L 2011.1899, -1670.3081, 28.8604,  2011.8167, -1668.5126, 28.8872,  0, 0, 0
L 2010.5460, -1672.1125, 28.8333,  2011.1899, -1670.3081, 28.8604,  0, 0, 0
L 2009.8134, -1673.9376, 28.6524,  2010.5460, -1672.1125, 28.8333,  0, 0, 0
L 2008.6031, -1675.3900, 28.2577,  2009.8134, -1673.9376, 28.6524,  0, 0, 0
L 2007.1378, -1676.6624, 28.5417,  2008.6031, -1675.3900, 28.2577,  0, 0, 0
